gene1,gene2,gene1_valid,gene2_valid,string_interaction_found,string_combined_score,string_evidence_breakdown,string_source_url,string_curated_overlap_risk,biogrid_interaction_found,biogrid_evidence_count,biogrid_experimental_systems,biogrid_pubmed_ids,biogrid_source_url,tissue,gene1_tissue_expression,gene2_tissue_expression,verdict,notes
BRCA1,POT1,True,True,True,0.838,experimental=0.607; curated_database=0.500; textmining=0.225; coexpression=0.063,https://string-db.org/cgi/network?identifiers=BRCA1%0dPOT1&species=9606,high,True,3,Affinity Capture-Western; Proximity Label-MS,29656893; 34112789,https://thebiogrid.org/search.php?search=BRCA1%20POT1,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
ETV6,GATA1,True,True,True,0.545,textmining=0.538; coexpression=0.055,https://string-db.org/cgi/network?identifiers=ETV6%0dGATA1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ETV6%20GATA1,bone marrow,expressed (broadly_detected),expressed (nTPM=55.7),discordant,Only StringDB reports evidence; the other source does not.
AK2,FANCE,True,True,True,0.455,coexpression=0.381; textmining=0.141; neighborhood=0.057,https://string-db.org/cgi/network?identifiers=AK2%0dFANCE&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=AK2%20FANCE,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
RPS15,RPS26,True,True,True,0.999,experimental=0.992; coexpression=0.981; curated_database=0.900; textmining=0.717,https://string-db.org/cgi/network?identifiers=RPS15%0dRPS26&species=9606,high,True,1,Co-fractionation,22939629,https://thebiogrid.org/search.php?search=RPS15%20RPS26,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
BRCA1,RPL5,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=BRCA1%0dRPL5&species=9606,not_applicable,True,1,Affinity Capture-MS,26831064,https://thebiogrid.org/search.php?search=BRCA1%20RPL5,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
PGM3,SRP54,True,True,True,0.416,textmining=0.232; coexpression=0.222; neighborhood=0.101,https://string-db.org/cgi/network?identifiers=PGM3%0dSRP54&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=PGM3%20SRP54,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RPL18,TP53,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=RPL18%0dTP53&species=9606,not_applicable,True,2,Affinity Capture-MS,23443559; 32807901,https://thebiogrid.org/search.php?search=RPL18%20TP53,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
BRCA1,SEC23B,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=BRCA1%0dSEC23B&species=9606,not_applicable,True,1,Affinity Capture-MS,26831064,https://thebiogrid.org/search.php?search=BRCA1%20SEC23B,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
FANCD2,NHEJ1,True,True,True,0.786,textmining=0.555; curated_database=0.540,https://string-db.org/cgi/network?identifiers=FANCD2%0dNHEJ1&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCD2%20NHEJ1,bone marrow,expressed (nTPM=12.8),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
ATR,FANCI,True,True,True,0.96,curated_database=0.900; textmining=0.475; experimental=0.292; coexpression=0.056,https://string-db.org/cgi/network?identifiers=ATR%0dFANCI&species=9606,high,True,1,Biochemical Activity,22258451,https://thebiogrid.org/search.php?search=ATR%20FANCI,bone marrow,inconclusive (Detected in many),expressed (nTPM=28.0),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
HAX1,TSR2,True,True,True,0.409,coexpression=0.335; textmining=0.149,https://string-db.org/cgi/network?identifiers=HAX1%0dTSR2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=HAX1%20TSR2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
CEBPA,FANCI,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=CEBPA%0dFANCI&species=9606,not_applicable,True,1,Protein-peptide,34189442,https://thebiogrid.org/search.php?search=CEBPA%20FANCI,bone marrow,inconclusive (Detected in many),expressed (nTPM=28.0),discordant,Only BioGRID reports evidence; the other source does not.
BRIP1,RAD51,True,True,True,0.951,textmining=0.875; curated_database=0.500; coexpression=0.276; neighborhood=0.057,https://string-db.org/cgi/network?identifiers=BRIP1%0dRAD51&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=BRIP1%20RAD51,bone marrow,expressed (nTPM=2.6),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
RFWD3,SLX4,True,True,True,0.619,textmining=0.609; coexpression=0.067,https://string-db.org/cgi/network?identifiers=RFWD3%0dSLX4&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RFWD3%20SLX4,bone marrow,expressed (nTPM=44.9),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
ACD,TERT,True,True,True,0.982,experimental=0.926; curated_database=0.540; textmining=0.524; coexpression=0.059,https://string-db.org/cgi/network?identifiers=ACD%0dTERT&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ACD%20TERT,bone marrow,expressed (broadly_detected),not_detected,discordant,"Only StringDB reports evidence; the other source does not. CAVEAT: interaction evidence exists, but TERT is not detected in 'bone marrow' per HPA -- biological relevance in this tissue is questionable."
FANCL,XRCC2,True,True,True,0.498,textmining=0.490; coexpression=0.056,https://string-db.org/cgi/network?identifiers=FANCL%0dXRCC2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCL%20XRCC2,bone marrow,expressed (broadly_detected),expressed (nTPM=5.5),discordant,Only StringDB reports evidence; the other source does not.
ACD,STN1,True,True,True,0.927,curated_database=0.720; textmining=0.658; experimental=0.301; coexpression=0.047,https://string-db.org/cgi/network?identifiers=ACD%0dSTN1&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ACD%20STN1,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
BRCA1,FANCF,True,True,True,0.887,textmining=0.807; experimental=0.439,https://string-db.org/cgi/network?identifiers=BRCA1%0dFANCF&species=9606,none,True,1,Proximity Label-MS,29656893,https://thebiogrid.org/search.php?search=BRCA1%20FANCF,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
RPL18,RPS28,True,True,True,0.999,experimental=0.992; coexpression=0.975; curated_database=0.900; textmining=0.713; neighborhood=0.113,https://string-db.org/cgi/network?identifiers=RPL18%0dRPS28&species=9606,high,True,1,Co-fractionation,22939629,https://thebiogrid.org/search.php?search=RPL18%20RPS28,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
ACD,BLM,True,True,True,0.488,curated_database=0.400; textmining=0.175; coexpression=0.049,https://string-db.org/cgi/network?identifiers=ACD%0dBLM&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ACD%20BLM,bone marrow,expressed (broadly_detected),expressed (nTPM=5.3),discordant,Only StringDB reports evidence; the other source does not.
FANCA,FANCG,True,True,True,0.999,textmining=0.999; experimental=0.998; curated_database=0.900; coexpression=0.625,https://string-db.org/cgi/network?identifiers=FANCA%0dFANCG&species=9606,high,True,76,Affinity Capture-Luminescence; Affinity Capture-MS; Affinity Capture-Western; Co-localization; Co-purification; Protein-peptide; Reconstituted Complex; Two-hybrid,10373536; 10468606; 10567393; 10627486; 10652215; 10961856; 11050007; 11063725; 11157805; 11161829; 11167740; 11181053; 11297559; 11438206; 11739169; +37 more,https://thebiogrid.org/search.php?search=FANCA%20FANCG,bone marrow,inconclusive (Detected in many),inconclusive (Detected in many),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RPL26,RPS28,True,True,True,0.999,experimental=0.967; coexpression=0.961; textmining=0.682,https://string-db.org/cgi/network?identifiers=RPL26%0dRPS28&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPL26%20RPS28,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
DKC1,RPL18,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=DKC1%0dRPL18&species=9606,not_applicable,True,2,Affinity Capture-MS,28514442; 33961781,https://thebiogrid.org/search.php?search=DKC1%20RPL18,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
RPL5,SLX4,True,True,True,0.428,coexpression=0.297; textmining=0.198; experimental=0.067,https://string-db.org/cgi/network?identifiers=RPL5%0dSLX4&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPL5%20SLX4,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
BLM,PALB2,True,True,True,0.729,curated_database=0.500; textmining=0.390; coexpression=0.184,https://string-db.org/cgi/network?identifiers=BLM%0dPALB2&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=BLM%20PALB2,bone marrow,expressed (nTPM=5.3),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
ALAS2,GATA1,True,True,True,0.947,textmining=0.889; coexpression=0.501; experimental=0.126,https://string-db.org/cgi/network?identifiers=ALAS2%0dGATA1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ALAS2%20GATA1,bone marrow,expressed (nTPM=571.0),expressed (nTPM=55.7),discordant,Only StringDB reports evidence; the other source does not.
RPS15,RPS29,True,True,True,0.999,experimental=0.995; coexpression=0.991; curated_database=0.900; textmining=0.647; neighborhood=0.115,https://string-db.org/cgi/network?identifiers=RPS15%0dRPS29&species=9606,high,True,5,Co-fractionation; Cross-Linking-MS (XL-MS),22863883; 22939629; 35235311; 39358380,https://thebiogrid.org/search.php?search=RPS15%20RPS29,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RPS24,RPS7,True,True,True,0.999,experimental=0.992; coexpression=0.991; curated_database=0.900; textmining=0.666,https://string-db.org/cgi/network?identifiers=RPS24%0dRPS7&species=9606,high,True,2,Co-fractionation,22863883; 22939629,https://thebiogrid.org/search.php?search=RPS24%20RPS7,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
MYSM1,TERF2IP,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=MYSM1%0dTERF2IP&species=9606,not_applicable,True,1,Proximity Label-MS,34079125,https://thebiogrid.org/search.php?search=MYSM1%20TERF2IP,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
FANCC,RPS27A,True,True,True,0.514,curated_database=0.500; textmining=0.069,https://string-db.org/cgi/network?identifiers=FANCC%0dRPS27A&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCC%20RPS27A,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
PARN,RTEL1,True,True,True,0.805,textmining=0.799; coexpression=0.068,https://string-db.org/cgi/network?identifiers=PARN%0dRTEL1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=PARN%20RTEL1,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
NOP10,RPL27,True,True,True,0.424,coexpression=0.321; textmining=0.186,https://string-db.org/cgi/network?identifiers=NOP10%0dRPL27&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=NOP10%20RPL27,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
